Key,zh,en,es
TOWERDEFENSE_ZOMBIE_SHADOW_HANDBOOK_STORY,所有僵尸都有自己的影子，但他们更加羡慕影子僵尸的影子，因为他的影子总是能够自由移动，而且很板正。“想知道为什么吗，因为身正不怕影子斜。”影子僵尸如是说。,,

TOWERDEFENSE_ZOMBIE_JACKSON_NAME,舞王僵尸,Dancing Zombie,Dancing Zombie
TOWERDEFENSE_ZOMBIE_JACKSON_EXPRESTION,舞王僵尸和人类（在世或者不朽的）如有雷同，纯属巧合。,,
TOWERDEFENSE_ZOMBIE_JACKSON_HANDBOOK_EXPRESTION,血量：[color=cc241d]3000 + 500[/color]\n伤害：[color=cc241d]100/s[/color]\n可能佩戴：[color=cc241d]黑橄榄头盔（一类，铁器）[/color]\n类型：[color=cc241d]小型僵尸[/color]\n移速：[color=cc241d]快（出场），而后慢（召唤后）[/color]\n特点：[color=cc241d]入场后原地召唤4名伴舞僵尸（佩戴黑橄榄头盔时召唤路障伴舞僵尸）[/color],,
TOWERDEFENSE_ZOMBIE_JACKSON_HANDBOOK_STORY,舞王僵尸发布的最新唱片“抓住脑子啃啊啃”在僵尸界的人气正急速飙升。,,

TOWERDEFENSE_ZOMBIE_BACKUPDANCER_NAME,伴舞僵尸,Backup Dancer Zombie,Backup Dancer Zombie
TOWERDEFENSE_ZOMBIE_BACKUPDANCER_EXPRESTION,当舞王僵尸摇摆时，四名伴舞粉墨登场。,,
TOWERDEFENSE_ZOMBIE_BACKUPDANCER_HANDBOOK_EXPRESTION,血量：[color=cc241d]370 + 270[/color]\n伤害：[color=cc241d]100/s[/color]\n可能佩戴：[color=cc241d]路障（一类，仅限被黑橄榄舞王召唤时佩戴）[/color]\n类型：[color=cc241d]小型僵尸[/color]\n移速：[color=cc241d]慢[/color],,
TOWERDEFENSE_ZOMBIE_BACKUPDANCER_HANDBOOK_STORY,伴舞僵尸曾在位于僵尸纽约城的“咀利牙”表演艺术学院钻研过六年的舞技。,,

TOWERDEFENSE_ZOMBIE_DISCO_NAME,迪斯科僵尸,Disco Zombie,Disco Zombie
TOWERDEFENSE_ZOMBIE_DISCO_EXPRESTION,迪斯科僵尸和人类(在世或者不朽的)如有雷同，纯属巧合。,,
TOWERDEFENSE_ZOMBIE_DISCO_HANDBOOK_EXPRESTION,血量：[color=cc241d]500[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]----[/color]\n类型：[color=cc241d]小型僵尸[/color]\n移速：[color=cc241d]快（出场），而后慢（召唤后）[/color]\n特点：[color=cc241d]入场后原地召唤4名舞者僵尸[/color],,
TOWERDEFENSE_ZOMBIE_DISCO_HANDBOOK_STORY,迪斯科僵尸参与的最新唱片“抓住脑子咬啊咬”在僵尸界的人气正急速飙升。,,

TOWERDEFENSE_ZOMBIE_BACKUP_NAME,舞者僵尸,DancerZombie,Dancer Zombie
TOWERDEFENSE_ZOMBIE_BACKUP_EXPRESTION,当迪斯科僵尸摇摆时，四名舞者结伙出现。,,
TOWERDEFENSE_ZOMBIE_BACKUP_HANDBOOK_EXPRESTION,血量：[color=cc241d]270[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]----[/color]\n类型：[color=cc241d]小型僵尸[/color]\n移速：[color=cc241d]慢[/color],,
TOWERDEFENSE_ZOMBIE_BACKUP_HANDBOOK_STORY,舞者僵尸曾在位于僵尸纽约城的“咀利牙”表演艺术学院钻研过四年的舞技。,,

TOWERDEFENSE_ZOMBIE_POLESTRIKER_NAME,冲锋橄榄撑杆僵尸,Olive Polestalker,Olive Polestalker
TOWERDEFENSE_ZOMBIE_POLESTRIKER_EXPRESTION,橄榄球和撑杆，强强联合！,,
TOWERDEFENSE_ZOMBIE_POLESTRIKER_HANDBOOK_EXPRESTION,血量：[color=cc241d]1400 + 270[/color]\n伤害：[color=cc241d]200/s[/color]\n佩戴：[color=cc241d]橄榄头盔（一类，铁器）[/color]\n类型：[color=cc241d]小型僵尸[/color]\n移速：[color=cc241d]快[/color]\n特点：[color=cc241d]一次性跃过2格距离[/color]\n弱点：[color=441D62]磁力菇，高坚果[/color],,
TOWERDEFENSE_ZOMBIE_POLESTRIKER_HANDBOOK_STORY,冲锋橄榄撑杆僵尸曾向他的体育教练咨询自己未来的发展方向。\n“你的橄榄球和撑杆跳技术都只能拿50分，所以…”\n“等下，我没叫你把这两项运动结合！”,,

TOWERDEFENSE_ZOMBIE_DIGGER_NAME,矿工僵尸,Digger Zombie,Digger Zombie
TOWERDEFENSE_ZOMBIE_DIGGER_EXPRESTION,这种僵尸会挖地绕过你的防御。,,
TOWERDEFENSE_ZOMBIE_DIGGER_HANDBOOK_EXPRESTION,血量：[color=cc241d]100 + 270[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]矿工头盔（一类）[/color]\n类型：[color=cc241d]矿工僵尸[/color]\n速度：[color=cc241d]快，而后慢（出土后）[/color]\n特点：[color=cc241d]挖地绕过你的前排植物，最左侧出土后反向行走[/color]\n弱点：[color=441D62]磁力菇[/color],,
TOWERDEFENSE_ZOMBIE_DIGGER_HANDBOOK_STORY,矿工僵尸每周花费三天时间申请他的挖掘许可证。,,

TOWERDEFENSE_ZOMBIE_BUNGEE_NAME,蹦极僵尸,Digger Zombie,Digger Zombie
TOWERDEFENSE_ZOMBIE_BUNGEE_EXPRESTION,蹦极僵尸从天而降，偷走你的植物。,,
TOWERDEFENSE_ZOMBIE_BUNGEE_HANDBOOK_EXPRESTION,血量：[color=cc241d]450[/color]\n伤害：[color=cc241d]即死（抓取）[/color]\n佩戴：[color=cc241d]----[/color]\n类型：[color=cc241d]小型僵尸[/color]\n特点：[color=cc241d]从天而降，停留一段时间后窃取你的植物[/color]\n弱点：[color=441D62]叶子保护伞[/color],,
TOWERDEFENSE_ZOMBIE_BUNGEE_HANDBOOK_STORY,蹦极僵尸最爱冒险。毕竟，如果你不再活着，那再体验次死亡又有何妨呢？,,

TOWERDEFENSE_ZOMBIE_ZOMBONI_NAME,雪橇车僵尸,Sledge Zombie,Sledge Zombie
TOWERDEFENSE_ZOMBIE_ZOMBONI_EXPRESTION,雪橇车僵尸碾过你的植物，并留下一条冰道。,,
TOWERDEFENSE_ZOMBIE_ZOMBONI_HANDBOOK_EXPRESTION,血量：[color=cc241d]1350[/color]\n伤害：[color=cc241d]即死（碾压）[/color]\n佩戴：[color=cc241d]----[/color]\n类型：[color=cc241d]车类僵尸[/color]\n速度：[color=cc241d]慢[/color]\n特点：[color=cc241d]碾压植物，留下不可种植的冰道[/color]\n弱点：[color=441D62]地刺[/color],,
TOWERDEFENSE_ZOMBIE_ZOMBONI_HANDBOOK_STORY,经常被误以为是驾驶着造冰车的僵尸，但事实上雪橇车僵尸是一种完全不同的生物形式，他与太空兽人的联系更紧密。,,

TOWERDEFENSE_ZOMBIE_YETIDIGGER_NAME,矿工雪人僵尸,Yeti Digger Zombie,Yeti Digger Zombie
TOWERDEFENSE_ZOMBIE_YETIDIGGER_EXPRESTION,雪人僵尸改行挖钻石了！,,
TOWERDEFENSE_ZOMBIE_YETIDIGGER_HANDBOOK_EXPRESTION,血量：[color=cc241d]100 + 800[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]矿工头盔（一类）[/color]\n类型：[color=cc241d]矿工僵尸[/color]\n速度：[color=cc241d]快，而后慢（出土后）[/color]\n特点：[color=cc241d]挖地道，从第2列出来反向走10秒后再次转向[/color]\n亡语：[color=cc241d]死亡后掉落1枚随机种类货币（银币80%，金币18%，钻石2%）[/color],,
TOWERDEFENSE_ZOMBIE_YETIDIGGER_HANDBOOK_STORY,在寒冷的雪山上不停的挖矿，直到自己头发灰白。他之前在沙漠采金矿就丢了一只靴子，这下好了，两只全丢了。他不得不找矿工僵尸又借了一双新鞋子。,,

TOWERDEFENSE_ZOMBIE_ARMORED_GARGANTUAR_NAME,武装伽刚特尔,Armored Gargantuar,Armored Gargantuar
TOWERDEFENSE_ZOMBIE_ARMORED_GARGANTUAR_EXPRESTION,全副武装的伽刚特尔！,,
TOWERDEFENSE_ZOMBIE_ARMORED_GARGANTUAR_HANDBOOK_EXPRESTION,血量：[color=cc241d](1100/2200) + (1100/3000) + 3000[/color]\n伤害：[color=cc241d]即死（锤击）[/color]\n佩戴：[color=cc241d]铁桶/黑橄榄头盔/废稿头盔（一类，铁器） & 铁栅门/防爆门（二类，铁器）[/color]\n类型：[color=cc241d]大型僵尸[/color]\n速度：[color=cc241d]非常慢[/color]\n特性：[color=C71585]锤扁植物[/color]\n特点：[color=cc241d]低于一定血量时会丢出小鬼僵尸；当佩戴废稿头盔时，免疫控制[/color]\n弱点：[color=441D62]磁力菇（所有可佩戴防具均为铁器）[/color],,
TOWERDEFENSE_ZOMBIE_ARMORED_GARGANTUAR_HANDBOOK_STORY,伽刚特尔本就是僵尸中的精锐，能够被授予武装的伽刚特尔更是精锐中的精锐。不过武装伽刚特尔似乎仍然不开心，毕竟这身装备不能帮他交到女朋友。,,

TOWERDEFENSE_ZOMBIE_DUCK_NAME,小黄鸭僵尸,Yellow Duck Zombie,Yellow Duck Zombie
TOWERDEFENSE_ZOMBIE_DUCK_EXPRESTION,小黄鸭批发商！,,
TOWERDEFENSE_ZOMBIE_DUCK_HANDBOOK_EXPRESTION,血量：[color=cc241d]270[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]----[/color]\n速度：[color=cc241d]慢[/color]\n亡语：[color=cc241d]死亡后留下一个500血量的游泳圈，游泳圈能阻挡平射子弹[/color],,
TOWERDEFENSE_ZOMBIE_DUCK_HANDBOOK_STORY,“你为什么总是扎着双马尾？”这是僵尸们对小黄鸭僵尸最多的疑问。小黄鸭僵尸没有对此做出过多解释，他认为保留儿时的童心是非常重要的，只不过他常常忘记带回他的黄鸭游泳圈。,,

TOWERDEFENSE_ZOMBIE_SNORKLE_NAME,潜水僵尸,Snorkel Zombie,Snorkel Zombie
TOWERDEFENSE_ZOMBIE_SNORKLE_EXPRESTION,潜水僵尸可以在水下潜行。,,
TOWERDEFENSE_ZOMBIE_SNORKLE_HANDBOOK_EXPRESTION,血量：[color=cc241d]270[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]----[/color]\n类型：[color=cc241d]小型僵尸[/color]\n速度：[color=cc241d]快[/color]\n特点：[color=cc241d]潜水避开直线攻击，遇到植物时会上浮啃咬并暴露自己[/color],,
TOWERDEFENSE_ZOMBIE_SNORKLE_HANDBOOK_STORY,僵尸不呼吸，他们不需要空气，那么为什么潜水僵尸还需要一套噱头的潜水装置来潜水呢？答案：同行的压力。,,

TOWERDEFENSE_ZOMBIE_DOLPHINSN_NAME,潜水海豚僵尸,Snorkel Zombie,Snorkel Zombie
TOWERDEFENSE_ZOMBIE_DOLPHINSN_EXPRESTION,海豚骑士僵尸迷上了潜水！,,
TOWERDEFENSE_ZOMBIE_DOLPHINSN_HANDBOOK_EXPRESTION,血量：[color=cc241d]500[/color]\n伤害：[color=cc241d]150/s（挥砍）或 100/s（啃食）[/color]\n佩戴：[color=cc241d]----[/color]\n类型：[color=cc241d]小型僵尸[/color]\n速度：[color=cc241d]快，跳跃后慢[/color]\n特点：[color=cc241d]骑乘海豚跃过碰到的第一株植物，随后丢弃海豚\n越过植物前后均处于潜水状态，遇到植物时会上浮啃咬并暴露自己[/color],,
TOWERDEFENSE_ZOMBIE_DOLPHINSN_HANDBOOK_STORY,为了在水下骑乘海豚，海豚骑士借来了一套潜水装备。虽然没有多余的面罩留给他的海豚，但他并不担心海豚会被淹死——诚然海豚需要呼吸，但别忘了，那海豚也是个僵尸。,,

TOWERDEFENSE_ZOMBIE_DOLPHINRIDER_NAME,海豚骑士僵尸,Snorkel Zombie,Snorkel Zombie
TOWERDEFENSE_ZOMBIE_DOLPHINRIDER_EXPRESTION,海豚骑士僵尸善于利用你水池防御的弱点。,,
TOWERDEFENSE_ZOMBIE_DOLPHINRIDER_HANDBOOK_EXPRESTION,血量：[color=cc241d]500[/color]\n伤害：[color=cc241d]150/s（挥砍）或 100/s（啃食）[/color]\n佩戴：[color=cc241d]----[/color]\n类型：[color=cc241d]小型僵尸[/color]\n速度：[color=cc241d]快，跳跃后慢[/color]\n特点：[color=cc241d]骑乘海豚跃过碰到的第一株植物，随后丢弃海豚[/color]\n弱点：[color=441D62]高坚果[/color],,
TOWERDEFENSE_ZOMBIE_DOLPHINRIDER_HANDBOOK_STORY,那海豚其实也是个僵尸。,,

TOWERDEFENSE_ZOMBIE_GATLINGDOLPHINRIDER_NAME,机枪海豚僵尸,Snorkel Zombie,Snorkel Zombie
TOWERDEFENSE_ZOMBIE_GATLINGDOLPHINRIDER_EXPRESTION,机枪海豚僵尸归来了，所有僵尸——都闪开！,,
TOWERDEFENSE_ZOMBIE_GATLINGDOLPHINRIDER_HANDBOOK_EXPRESTION,血量：[color=cc241d]500[/color]\n伤害：[color=cc241d]150/s（挥砍）或 100/s（啃食）+ 20x4/1.5s（射击）[/color]\n佩戴：[color=cc241d]----[/color]\n类型：[color=cc241d]小型僵尸[/color]\n速度：[color=cc241d]快，跳跃后慢[/color]\n特点：[color=cc241d]发射四颗豌豆攻击植物，并能够跃过碰到的第一株植物[/color]\n弱点：[color=441D62]高坚果[/color],,
TOWERDEFENSE_ZOMBIE_GATLINGDOLPHINRIDER_HANDBOOK_STORY,没有人知道那个海豚为啥也是僵尸，这点机枪海豚僵尸也不清楚。他从一开始就抱着这个玩意行走江湖，除了给这个海豚找到归属外，还寻找着自己头上那个头盔的由来。其实这些都是其他僵尸送给他的生日礼物，他忘记了而已。,,

TOWERDEFENSE_ZOMBIE_SEADEMON_NAME,海妖僵尸,Sea Demon Zombie,Sea Demon Zombie
TOWERDEFENSE_ZOMBIE_SEADEMON_EXPRESTION,水中精英，能召唤缠绕潜水僵尸作战。,,
TOWERDEFENSE_ZOMBIE_SEADEMON_HANDBOOK_EXPRESTION,血量：[color=cc241d]4000[/color]\n伤害：[color=cc241d]300/s[/color]\n佩戴：[color=cc241d]----[/color]\n类型：[color=cc241d]小型僵尸[/color]\n速度：[color=cc241d]慢[/color]\n特性：[color=C71585]免疫常规海草与魅惑效果、免疫控制效果[/color]\n特点：[color=cc241d]每15秒在本行和上下两行召唤3只缠绕潜水僵尸（每行一只）[/color],,
TOWERDEFENSE_ZOMBIE_SEADEMON_HANDBOOK_STORY,海妖僵尸觉得自己生前是强大的海妖，为此他甚至偷走了邻居的干草叉，但其他僵尸都知道，他只不过是个曾经多次被缠绕水草拖下水的倒霉蛋。最让其他僵尸受不了的是，他最近开始练习唱歌了…,,

TOWERDEFENSE_ZOMBIE_TANGLEKELPSNORKLE_NAME,缠绕潜水僵尸,Tangled Seaweed Zombie,Tangled Seaweed Zombie
TOWERDEFENSE_ZOMBIE_TANGLEKELPSNORKLE_EXPRESTION,缠绕潜水僵尸能够将你的植物拖下水。,,
TOWERDEFENSE_ZOMBIE_TANGLEKELPSNORKLE_HANDBOOK_EXPRESTION,血量：[color=cc241d]270[/color]\n伤害：[color=cc241d]即死（拖拽，在水中）或100/s（啃食，在陆上）[/color]\n佩戴：[color=cc241d]----[/color]\n类型：[color=cc241d]小型僵尸[/color]\n速度：[color=cc241d]快[/color]\n特点：[color=cc241d]潜水，接近植物后将其拖下水，随后自己也消失[/color],,
TOWERDEFENSE_ZOMBIE_TANGLEKELPSNORKLE_HANDBOOK_STORY,潜水僵尸讨厌缠绕水草，他更讨厌自己现在的样子。,,

TOWERDEFENSE_ZOMBIE_DUCKRIDER_NAME,骑鸭僵尸,Zombie Duckrider,Zombie Duckrider
TOWERDEFENSE_ZOMBIE_DUCKRIDER_EXPRESTION,骑鸭僵尸能够承载一个僵尸，踩过你的植物。,,
TOWERDEFENSE_ZOMBIE_DUCKRIDER_HANDBOOK_EXPRESTION,血量：[color=cc241d]800 + 270[/color]\n伤害：[color=cc241d]即死（碾压） / 100/s（啃食）[/color]\n佩戴：[color=cc241d]大黄鸭（二类）+ 铁桶（一类）/ 路障（一类）[/color]\n类型：[color=cc241d]车类僵尸，失去大黄鸭后变为小型僵尸[/color]\n特点：[color=cc241d]骑鸭僵尸概率会佩戴铁桶和路障，在骑乘状态下会碾压碰到的植物，并能承载一个遇到的小型僵尸[/color]\n亡语：[color=cc241d]骑乘和被承载的僵尸脱离大黄鸭继续前行[/color],,
TOWERDEFENSE_ZOMBIE_DUCKRIDER_HANDBOOK_STORY,骑鸭僵尸顺走其他僵尸的装备，拼凑出了他的坐骑。他很乐意让别人搭一程顺风车，除非你说他的坐骑是一只鸭子——因为他以为这是一只鸵鸟。,,

TOWERDEFENSE_ZOMBIE_JACKBOX_NAME,玩偶匣僵尸,Toy Box Zombie,Toy Box Zombie
TOWERDEFENSE_ZOMBIE_JACKBOX_EXPRESTION,这种僵尸带着个会爆炸的潘多拉匣子。,,
TOWERDEFENSE_ZOMBIE_JACKBOX_HANDBOOK_EXPRESTION,血量：[color=cc241d]500[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]玩偶匣（特殊，铁器）[/color]\n类型：[color=cc241d]小型僵尸[/color]\n移速：[color=cc241d]慢[/color]\n特点：[color=cc241d]出场一段时间后爆炸[/color]\n弱点：[color=441D62]磁力菇[/color],,
TOWERDEFENSE_ZOMBIE_JACKBOX_HANDBOOK_STORY,这种僵尸颤抖着，不是因为他冷，而是因为他疯。,,

TOWERDEFENSE_ZOMBIE_SNOWPEA_NAME,寒冰射手僵尸,SnowPea Zombie,SnowPea Zombie
TOWERDEFENSE_ZOMBIE_SNOWPEA_EXPRESTION,向你的防线发射寒冰子弹。,,
TOWERDEFENSE_ZOMBIE_SNOWPEA_HANDBOOK_EXPRESTION,血量：[color=cc241d]270[/color]\n伤害：[color=cc241d]100/s（啃食） + 20/1.5s（射击）[/color]\n佩戴：[color=cc241d]----[/color]\n类型：[color=cc241d]小型僵尸[/color]\n速度：[color=cc241d]慢[/color]\n特点：[color=cc241d]当前方有非低矮植物时，发射寒冰豌豆，攻击并减速植物[/color],,
TOWERDEFENSE_ZOMBIE_SNOWPEA_HANDBOOK_STORY,寒冰射手僵尸非常害怕现在的杂交植物们。他瑟瑟发抖，不禁打了个寒颤。,,

TOWERDEFENSE_ZOMBIE_PRESENTBOX_NAME,抽奖盒子僵尸,PresentBox Zombie,PresentBox Zombie
TOWERDEFENSE_ZOMBIE_PRESENTBOX_EXPRESTION,盒子里藏着别样的惊喜。,,
TOWERDEFENSE_ZOMBIE_PRESENTBOX_HANDBOOK_EXPRESTION,血量：[color=cc241d]270[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]----[/color]\n类型：[color=cc241d]小型僵尸[/color]\n速度：[color=cc241d]慢[/color]\n亡语：[color=cc241d]在死亡位置生成一只随机僵尸[/color],,
TOWERDEFENSE_ZOMBIE_PRESENTBOX_HANDBOOK_STORY,抽奖盒子僵尸不知道自己头顶是什么东西，这个盒子从未开启过，但他预感它一旦打开，可能会放出什么东西。他不清楚那时的自己还算不算自己，但当他踏上草坪时，总有那么一瞬间，他会突然希望有谁将盒子打开。,,

TOWERDEFENSE_ZOMBIE_CAT_NAME,猫战士僵尸,Zombie Cat,Zombie Cat
TOWERDEFENSE_ZOMBIE_CAT_EXPRESTION,灵活的猫战士，会通过肩炮发射追踪攻击！,,
TOWERDEFENSE_ZOMBIE_CAT_HANDBOOK_EXPRESTION,血量：[color=cc241d]1400 + 500[/color]\n伤害：[color=cc241d]200/s（啃食） + 20×2/1.5s（射击）[/color]\n佩戴：[color=cc241d]猫战士头盔（一类，铁器）[/color]\n速度：[color=cc241d]快[/color]\n特点：[color=cc241d]①每1.5秒发射两枚追踪尖刺，对最近的植物造成20×2点伤害\n②每次遇到植物或魅惑僵尸会立即换行躲避[/color],,
TOWERDEFENSE_ZOMBIE_CAT_HANDBOOK_STORY,猫战士从不脱下他的面具。“我是猫，猫的反应速度是僵尸的7倍。”作为肉食爱好者，他认为这样能帮助自己更早避开难吃的植物。,,

TOWERDEFENSE_ZOMBIE_SHIELDARMOR_NAME,防爆门僵尸,Zombie Shield,Zombie Shield
TOWERDEFENSE_ZOMBIE_SHIELDARMOR_EXPRESTION,全副武装，手持阻挡实体穿透子弹并完全免疫灰烬的盾牌。,,
TOWERDEFENSE_ZOMBIE_SHIELDARMOR_HANDBOOK_EXPRESTION,血量：[color=cc241d]2200 + 500 + 500[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]防爆头盔（一类，铁器）、防爆门（二类，铁器）[/color]\n速度：[color=cc241d]慢[/color]\n特点：[color=cc241d]当手持防爆门时，阻挡穿透子弹，免疫爆炸伤害[/color],,
TOWERDEFENSE_ZOMBIE_SHIELDARMOR_HANDBOOK_STORY,博士的实验室并不专业，防爆门僵尸为了提升自身实力，出发前拆卸了实验室的防爆门。,,

TOWERDEFENSE_ZOMBIE_POGO_NAME,跳跳僵尸,Pogo Zombie,Pogo Zombie
TOWERDEFENSE_ZOMBIE_POGO_EXPRESTION,跳跳僵尸能跳跃过你的防守。,,
TOWERDEFENSE_ZOMBIE_POGO_HANDBOOK_EXPRESTION,血量：[color=cc241d]500[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]弹跳杆（物品，铁器）[/color]\n类型：[color=cc241d]小型僵尸[/color]\n移速：[color=cc241d]弹跳时快，不弹跳时慢[/color]\n特点：[color=cc241d]可以连续跃过植物[/color]\n弱点：[color=441D62]磁力菇、高坚果[/color],,
TOWERDEFENSE_ZOMBIE_POGO_HANDBOOK_STORY,蹦！蹦！蹦！那是跳跳僵尸发出的有力且有效的声音。,,

TOWERDEFENSE_ZOMBIE_MAGNETIC_NAME,磁场僵尸,Magnetic Zombie,Magnetic Zombie
TOWERDEFENSE_ZOMBIE_MAGNETIC_EXPRESTION,他的磁力套装能够吸引附近的火力。,,
TOWERDEFENSE_ZOMBIE_MAGNETIC_HANDBOOK_EXPRESTION,血量：[color=cc241d]1100 + 270[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]磁力头盔（一类，铁器）[/color]\n类型：[color=cc241d]小型僵尸[/color]\n速度：[color=cc241d]慢[/color]\n特点：[color=cc241d]①磁力套装能够吸引5×5范围内的植物方子弹优先攻击自己\n②失去头盔后，吸引范围削弱至3×3[/color]\n弱点：[color=441D62]磁力菇[/color],,
TOWERDEFENSE_ZOMBIE_MAGNETIC_HANDBOOK_STORY,他会磁力，但不花心。所有僵尸都喜欢磁场僵尸替他们承担火力，只有铁栅门僵尸总抱怨他打扰了自己打豌豆乒乓球的兴致。,,

TOWERDEFENSE_ZOMBIE_DISCOPAPER_NAME,读报迪斯科僵尸,Disco PaperZombie,Disco PaperZombie
TOWERDEFENSE_ZOMBIE_DISCOPAPER_EXPRESTION,迪斯科僵尸的退休生活。,,
TOWERDEFENSE_ZOMBIE_DISCOPAPER_HANDBOOK_EXPRESTION,血量：[color=cc241d]150 + 500[/color]\n伤害：[color=cc241d]100~200/s（失去报纸前~后）[/color]\n佩戴：[color=cc241d]报纸（二类）[/color]\n类型：[color=cc241d]小型僵尸[/color]\n速度：[color=cc241d]慢，而后快（失去报纸后）[/color]\n限制：[color=cc241d]只会在陆地出现[/color]\n特点：[color=cc241d]①失去报纸前，不会召唤伴舞\n②失去报纸后进入愤怒状态：啃食伤害翻倍、移速提升，并立即召唤4个愤怒的舞者僵尸\n③愤怒状态不会因跳舞而暂停前进[/color],,
TOWERDEFENSE_ZOMBIE_DISCOPAPER_HANDBOOK_STORY,喝茶、看报、遛弯，曾经的明星似乎褪去光芒，变成了一位寻常的老人。“那种纸醉金迷的生活我已厌倦，是时候享受属于自己的清闲了。”,,

TOWERDEFENSE_ZOMBIE_BACKUPPAPER_NAME,愤怒舞者僵尸,Backup PaperZombie,Backup PaperZombie
TOWERDEFENSE_ZOMBIE_BACKUPPAPER_EXPRESTION,读报迪斯科僵尸愤怒时，四个舞者登场助阵。,,
TOWERDEFENSE_ZOMBIE_BACKUPPAPER_HANDBOOK_EXPRESTION,血量：[color=cc241d]270[/color]\n伤害：[color=cc241d]200/s[/color]\n佩戴：[color=cc241d]----[/color]\n类型：[color=cc241d]小型僵尸[/color]\n速度：[color=cc241d]快[/color]\n限制：[color=cc241d]只会在陆地出现[/color]\n特点：[color=cc241d]不会因跳舞而暂停前进[/color],,
TOWERDEFENSE_ZOMBIE_BACKUPPAPER_HANDBOOK_STORY,迪斯科僵尸的伴舞们是最忠实的追随者，这种关系在他们退役后仍在延续。每当领舞需要他们时，他们会立刻赶到现场，让一切冒犯者知道什么叫“暴走老年团”。,,

TOWERDEFENSE_ZOMBIE_SHARK_NAME,鲨鱼僵尸,Shark Zombie,Shark Zombie
TOWERDEFENSE_ZOMBIE_SHARK_EXPRESTION,鲨鱼僵尸会吃掉你的防线。,,
TOWERDEFENSE_ZOMBIE_SHARK_HANDBOOK_EXPRESTION,血量：[color=cc241d]1400[/color]\n伤害：[color=cc241d]即死（吞噬，在水中）/ 100/s（啃食，在陆上）[/color]\n佩戴：[color=cc241d]---[/color]\n类型：[color=cc241d]小型僵尸[/color]\n速度：[color=cc241d]慢[/color]\n特点：[color=cc241d]在水中会潜水行动，接近一个植物后浮出水面将其直接吞噬，咀嚼15秒后继续潜水[/color],,
TOWERDEFENSE_ZOMBIE_SHARK_HANDBOOK_STORY,曾经被一个巨大的家伙当棒槌使唤，害他得了脑震荡，不过依然在扮演鲨鱼的工作。你问为什么？当然还是因为同行的压力。,,

TOWERDEFENSE_ZOMBIE_WALLNUTABC_NAME,套盒坚果僵尸,Nutty Zombie Box,Nutty Zombie Box
TOWERDEFENSE_ZOMBIE_WALLNUTABC_EXPRESTION,套盒坚果僵尸有三条命。,,
TOWERDEFENSE_ZOMBIE_WALLNUTABC_HANDBOOK_EXPRESTION,血量：[color=cc241d]2000（套盒）/ 1000（套瓶）/ 500（套杯） + 270（濒死）[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]----[/color]\n类型：[color=cc241d]小型僵尸[/color]\n速度：[color=cc241d]慢[/color]\n特点：[color=cc241d]受到2000点伤害后变为套瓶坚果僵尸，再次受到1000点伤害后变为套杯坚果僵尸[/color],,
TOWERDEFENSE_ZOMBIE_WALLNUTABC_HANDBOOK_STORY,僵尸界有名的“厚脸皮”。,,

TOWERDEFENSE_ZOMBIE_ANGEL_NAME,天使僵尸,Angel Zombie,Angel Zombie
TOWERDEFENSE_ZOMBIE_ANGEL_EXPRESTION,是僵尸还是天使？,,
TOWERDEFENSE_ZOMBIE_ANGEL_HANDBOOK_EXPRESTION,血量：[color=cc241d]800[/color]\n佩戴：[color=cc241d]----[/color]\n类型：[color=cc241d]飞行僵尸，小型僵尸[/color]\n速度：[color=cc241d]慢[/color]\n特性：[color=cc241d]不会被击落[/color]\n特点：[color=cc241d]每隔15秒，原地复活随机一只在15秒内死去的僵尸\n（排除自身，且不会复活靠近房子3列以内的僵尸）[/color]\n亡语：[color=cc241d]可在原地复活一次（被吹飞则在本行最右侧复活），并在8秒内处于无敌状态，无敌状态免疫吹飞效果[/color]\n备注：[color=cc241d]当无敌状态的天使进入场上最左侧3列时，会立即解除无敌[/color],,
TOWERDEFENSE_ZOMBIE_ANGEL_HANDBOOK_STORY,没人知道僵尸一族是否存在天使，这家伙只不过是个倒霉蛋而已：他从淋浴间出来衣服不见了，只能随便找了件话剧戏服披上。,,

TOWERDEFENSE_ZOMBIE_DOLPHINMJ_NAME,舞王海豚僵尸,Dancing King Dolphin Zombie,Dancing King Dolphin Zombie
TOWERDEFENSE_ZOMBIE_DOLPHINMJ_EXPRESTION,舞王僵尸的水上狂热模仿者！,,
